triggerTitle,triggerChannelTitle,actionTitle,actionChannelTitle,title,desc,trigger_class,action_class,rule_scope,topic_text,topic_id,topic_name,numtopic_id,sample_id,llm_topic_name,green_category,global_green_relevance,if_then_rule,green_relevance,keep_for_rag
Body Scale - New measurement,Withings,Log your weight,Fitbit,Enter a Withings Body Scale weight measurement into Fitbit.,"If a new Body Scale weight measurement is logged, add it to Fitbit.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Enter a Withings Body Scale weight measurement into Fitbit.. If a new Body Scale weight measurement is logged, add it to Fitbit.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0072,,,,,,
Body Scale - Weight measurement rises above,Withings,Send a command,openHAB,Check my weight,Having small numbers on the display of the scale is not as effective as putting the whole bathroom in alarming red light - this is what this recipe will do for you when you exceed your limits.,smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement rises above from Withings, do Send a command using openHAB. Check my weight. Having small numbers on the display of the scale is not as effective as putting the whole bathroom in alarming red light - this is what this recipe will do for you when you exceed your limits.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0073,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Withings weight in kg to fitbit,Just made a metric version,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Withings weight in kg to fitbit. Just made a metric version",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0074,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Log Your Weight on Fitbit,Log any new Body Scale weight measurement on FitBit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Log Your Weight on Fitbit. Log any new Body Scale weight measurement on FitBit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0075,,,,,,
Body Scale - New measurement,Withings,Quick add event,Google Calendar,Weight measurements,Testing,smart_home,context,context_aware_smart_home,"When Body Scale - New measurement from Withings, do Quick add event using Google Calendar. Weight measurements. Testing",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0076,,,,,,
Body Scale - Weight measurement drops below,Withings,Quick add event,Google Calendar,Record the date you reached your weight loss goal!,Use Withings and Google Calendar to keep track of healthy milestones,smart_home,context,context_aware_smart_home,"When Body Scale - Weight measurement drops below from Withings, do Quick add event using Google Calendar. Record the date you reached your weight loss goal!. Use Withings and Google Calendar to keep track of healthy milestones",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0077,,,,,,
New weight logged,Fitbit,Log your weight,UP by Jawbone,Fitbit weight to UP.,LOG your weight from Fitbit Aria to UP to Healthkit  Activate Healthkit in UP.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Fitbit weight to UP.. LOG your weight from Fitbit Aria to UP to Healthkit  Activate Healthkit in UP.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0078,,,,,,
New weight logged,Fitbit,Log your weight,UP by Jawbone,Fitbit weight to UP.,LOG your weight from Fitbit Aria to UP to Healthkit  Activate Healthkit in UP.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Fitbit weight to UP.. LOG your weight from Fitbit Aria to UP to Healthkit  Activate Healthkit in UP.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0079,,,,,,
Every day at,Date & Time,Log your weight,Misfit,Track your weight on Misfit,Track your daily weight with this Applet,context,smart_home,context_aware_smart_home,"When Every day at from Date & Time, do Log your weight using Misfit. Track your weight on Misfit. Track your daily weight with this Applet",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0080,,,,,,
New weight logged,Fitbit,Log your weight,UP by Jawbone,Fitbit weight to UP.,LOG your weight from Fitbit Aria to UP to Healthkit  Activate Healthkit in UP.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Fitbit weight to UP.. LOG your weight from Fitbit Aria to UP to Healthkit  Activate Healthkit in UP.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0081,,,,,,
New weight logged,Fitbit,Set dial label,Wink: Nimbus,Fitbit Aria weigh in to Quirky Nimbus,Displays your weigh in from a Fitbit Aria Scale to a Quirky Nimbus.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Set dial label using Wink: Nimbus. Fitbit Aria weigh in to Quirky Nimbus. Displays your weigh in from a Fitbit Aria Scale to a Quirky Nimbus.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0082,,,,,,
Button press,Button widget,Log your weight,UP by Jawbone,Log your weight to UP,Quickly log your weight in UP!,smart_home,smart_home,core_smart_home,"When Button press from Button widget, do Log your weight using UP by Jawbone. Log your weight to UP. Quickly log your weight in UP!",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0083,,,,,,
Smart Home/Away,ecobee,Activate shortcut,Wink: Shortcuts,Turn on lights by motion,When motion is detected by ecobee the Wink hub turns on its connected Lights.,smart_home,smart_home,core_smart_home,"When Smart Home/Away from ecobee, do Activate shortcut using Wink: Shortcuts. Turn on lights by motion. When motion is detected by ecobee the Wink hub turns on its connected Lights.",15,15_phrase google assistant_alarm activated_activate wink_google assistant,T015,T015_S0001,device_prioritization_and_control,device_prioritization,medium,IF Smart Home/Away from ecobee THEN activate shortcut using Wink: Shortcuts to turn on lights by motion when motion is detected by ecobee.,medium,True
Every day of the week at,Date & Time,Activate shortcut,Wink: Shortcuts,"If weekday morning at 6:00 AM, then turn on the lights",Select a Wink shortcut to turn on your lights,context,smart_home,context_aware_smart_home,"When Every day of the week at from Date & Time, do Activate shortcut using Wink: Shortcuts. If weekday morning at 6:00 AM, then turn on the lights. Select a Wink shortcut to turn on your lights",15,15_phrase google assistant_alarm activated_activate wink_google assistant,T015,T015_S0002,device_prioritization_and_control,device_prioritization,medium,IF every day of the week at a configured threshold THEN activate shortcut using Wink: Shortcuts to turn on the lights at 6:00 AM.,medium,True
Motion has been detected,Withings Home,Activate shortcut,Wink: Shortcuts,"If motion is detected by Withings Home, then activate Wink app shortcut Entry Lights On","Great for motion activated security lights, If motion is detected by Withings Home, then activate Wink app shortcut Entry Lights On.",smart_home,smart_home,core_smart_home,"When Motion has been detected from Withings Home, do Activate shortcut using Wink: Shortcuts. If motion is detected by Withings Home, then activate Wink app shortcut Entry Lights On. Great for motion activated security lights, If motion is detected by Withings Home, then activate Wink app shortcut Entry Lights On.",15,15_phrase google assistant_alarm activated_activate wink_google assistant,T015,T015_S0003,device_prioritization_and_control,device_prioritization,medium,IF motion has been detected from Withings Home THEN activate shortcut using Wink: Shortcuts to turn on Entry Lights.,medium,True
Device Disconnects,Google Wifi,Set temperature,Nest Thermostat,When a device disconnects from OnHub set Nest thermostat temperature,Control Nest thermostat temperature with OnHub.,smart_home,smart_home,core_smart_home,"When Device Disconnects from Google Wifi, do Set temperature using Nest Thermostat. When a device disconnects from OnHub set Nest thermostat temperature. Control Nest thermostat temperature with OnHub.",15,15_phrase google assistant_alarm activated_activate wink_google assistant,T015,T015_S0004,device_prioritization_and_control,device_prioritization,medium,IF device disconnects from Google Wifi THEN set temperature using Nest Thermostat.,medium,True
Device Connects,Google Wifi,Set temperature,Nest Thermostat,When a device connects to OnHub set Nest thermostat temperature,Control Nest thermostat temperature with OnHub.,smart_home,smart_home,core_smart_home,"When Device Connects from Google Wifi, do Set temperature using Nest Thermostat. When a device connects to OnHub set Nest thermostat temperature. Control Nest thermostat temperature with OnHub.",15,15_phrase google assistant_alarm activated_activate wink_google assistant,T015,T015_S0005,device_prioritization_and_control,device_prioritization,medium,IF device connects from Google Wifi THEN set temperature using Nest Thermostat.,medium,True
Alarm activated,abode,Activate shortcut,Wink: Shortcuts,"If alarm is activated, then turn all lights on","If alarm is activated, then turn all lights on",smart_home,smart_home,core_smart_home,"When Alarm activated from abode, do Activate shortcut using Wink: Shortcuts. If alarm is activated, then turn all lights on. If alarm is activated, then turn all lights on",15,15_phrase google assistant_alarm activated_activate wink_google assistant,T015,T015_S0006,device_prioritization_and_control,device_prioritization,medium,IF alarm activated from abode THEN activate shortcut using Wink: Shortcuts to turn all lights on.,medium,True
